VFIYPHSA	400027329	38	185
PKFHAWJV	400009011	35	386
HDRGIISV	400606985	39	387
YKCRWVGE	400337776	35	220
XKGQNUNX	400354061	33	382
LGCAKKJJ	400070748	33	234
ZFHYINSF	400650486	35	221
PJRGOIGB	400064779	31	303
RSXUGJPY	400784630	40	310
OZSEJKXQ	400871245	35	413
HPWYNTND	400524787	38	375
DQYOZZER	400336841	37	313
KAQGNGGK	400098768	34	213
FHPSBGHG	400241883	34	260
MYLMCWJH	400701804	38	260
WQMHTKMI	400405897	32	316
FHOHYPHN	400846775	34	395
IBARNYVE	400167698	36	342
WHRLLSMN	400217113	32	142
CQSLJHJE	400756907	39	158
JVDEIFAI	400549831	30	335
IMPEEQNX	400260371	40	164
FXWYDBBR	400449335	33	225
TNHTEISM	400822503	30	294
ZIMBPTJL	400616681	31	274
UTTNNPLA	400574821	37	256
OVLBEOQP	400027262	38	190
GFOGJJWJ	400552197	37	417
LJSJFNYV	400793113	33	284
STSPLYBZ	400678549	30	230
WKGGWRNA	400888020	31	142
IISZCLUG	400473238	40	402
PPPCTXWX	400473511	39	255
PPSMKOEY	400069475	38	414
FHYAYQLR	400170486	38	227
BOREIOSQ	400931754	36	430
MOSMJHHB	400547582	36	208
KUZFNRUY	400823453	36	264
WYGWGZRK	400659630	35	334
DCLXECAC	400897526	40	163
VUCVDPHW	400531274	40	463
UBEVZOLG	400252516	30	178
IGWJPWQB	400701869	33	357
BESOXTCC	400831466	39	278
FPHRPBKT	400909386	31	361
XRPTRAMS	400472325	35	361
KCVRTCWE	400364403	31	146
MNCOCOLS	400793334	32	198
MSVHBBHZ	400295781	39	220
YBDJGKKE	400999959	38	389
JZFVUEIM	400946320	33	253
JPJTTACR	400728985	36	173
VDVQQOGG	400363728	40	177
LJHDJYWL	400402761	32	312
PCCDZIES	400206012	40	266
EZQWUTVC	400082075	32	375
PODKQFDI	400650759	32	375
XAOHTOGP	400338525	38	442
YLAZZTQG	400163312	33	391
SJXVNVBA	400511472	30	131
BOPCRKXH	400797862	35	375
MCHEVXMC	400897562	30	189
BCQJSSBS	400990948	32	348
QBPHRTRG	400690500	39	383
PTZKBJZI	400959725	34	324
SMDLGWLV	400492019	39	416
UTHMWQRQ	400372172	32	350
TBASNEPX	400502064	33	307
EHLNEODB	400575399	31	166
OUFIFRDZ	400481959	30	198
RVZGBGQW	400611854	36	398
KRALZNCR	400524305	39	449
MODKGFOO	400655507	35	282
GXRQTFRC	400468128	38	164
HROMPGBT	400598666	39	385
OTQOYWSR	400810367	34	154
HQRFOGEW	400982802	31	243
OAPJDWCI	400907088	39	427
HFNDRZGQ	400112340	32	216
GEAEDUKM	400737306	33	166
BPAWVXQC	400228853	37	376
XBKUDUQI	400164014	33	380
UFIZZKQB	400584152	39	425
KFQJYOBT	400187610	33	370
PKNDQNYJ	400128184	36	304
EXSVCQOV	400882656	38	455
TAYQZNWL	400132173	31	165
JJTCCHXX	400135300	37	300
FCTDIAIG	400115808	30	357
AHDSKAKE	400412272	33	374
UJFFREOX	400420030	34	303
YSNFZLYO	400382426	39	211
LTIMLSEA	400385885	35	221
YJDBHGZM	400510939	37	266
YMIZTKOA	400797947	37	237
PFCQZXJR	400418253	40	253
RVIRBBER	400126415	35	276
NXXWNHKT	400792826	30	197
VORWPWCA	400683858	37	370
IZUMGMQD	400249394	39	431
YSGQZZFI	400744785	39	436
YCWZVRJM	400105466	30	252
YECEDHLF	400737676	33	217
FMTPNNOC	400162756	38	455
SUOYXKHX	400475117	40	212
RMBCDLIG	400451949	40	452
URGLQZOF	400383631	40	369
VKKQKJQV	400768284	38	172
VLEHYQIT	400298373	31	321
UXLYGIVX	400743796	33	151
EVROXMUM	400422612	30	175
UQOKURTZ	400216297	40	232
ODDEDSMG	400870488	40	299
AGRDFSAC	400691850	37	255
JENKALQV	400260367	32	172
HFWUPBUH	400558826	30	150
XKUFQEIL	400961571	38	321
WPIOSQMC	400730314	33	294
AVEFMIYY	400877749	32	262
HXSTKTBU	400273490	38	350
OMAZGWPH	400209760	30	198
ATXIQEZQ	400619508	40	427
WUXECQNR	400925394	32	315
YHEQBXQK	400651165	36	415
EENPEJLS	400968925	40	409
WTDOBJAS	400512666	37	192
QLRKHGTM	400864957	37	443
KXDXEXTY	400515567	38	377
ALBESBUH	400618882	36	156
BPRSSNKF	400402225	38	272
JWUOJFVM	400770758	33	225
UZUFMBBI	400138210	38	435
EYIOWINC	400613650	34	263
LGYDIAQW	400131096	31	327
IALMIVKD	400789000	38	266
CSBCJURU	400866554	37	206
TYXIZKTU	400281572	31	182
GFKIGNYU	400105986	38	314
RABJTBGD	400084612	34	152
HDYLISAE	400527826	39	426
BAAUNNFU	400705179	36	357
XVNNHZQY	400033510	38	196
XALURYSH	400431574	37	410
GYGLNOIK	400719958	34	313
OWFDHUWW	400013256	40	288
VTMZMJWH	400311652	36	359
FRTSUTOB	400992216	37	314
OJOYDHNU	400422613	36	287
ZMLPXYOU	400353807	33	298
PQDSYZAF	400845980	40	404
AMKNEIEO	400631667	34	322
OMSNTJBI	400172902	33	207
KIVMJVGP	400347189	33	351
CZHTGRXZ	400962461	31	249
CUAYKHHG	400868824	38	236
EJJHCKDQ	400436858	31	298
PDDQBBEZ	400098523	32	198
RWCNDWTY	400689108	38	371
GEMGHSDV	400003259	39	333
JZYSOJJR	400127591	37	159
NGPRTTFV	400733874	40	374
LZXWJBDI	400818451	34	184
JFVVTTCT	400606086	39	223
WCYVJVLF	400377437	40	341
QUYUGOAV	400634139	38	260
NDFEIDYW	400017965	36	211
SUWIVCBS	400590294	32	240
WHUSASSO	400857822	37	420
OAQBXMCW	400855770	37	398
FOUOETYU	400689413	30	341
ADHHJBCX	400256874	37	406
XACMFFGM	400026260	35	323
RYBNIKZO	400468804	34	178
LISRCZCW	400502567	34	350
VMPRIXRN	400612134	30	320
ZOSSKSCX	400203662	39	345
ZZTEMPGQ	400511624	35	393
GALUEUTJ	400151905	33	301
CQQLYXDH	400913656	32	336
JPQJUSEV	400444537	32	318
EEAOKNBR	400026550	38	161
PTIGBUDC	400200523	37	325
CBCNHMIL	400691048	30	280
QQCZKCCC	400966699	31	357
UOXOUIPO	400362291	33	244
HESUGYCC	400219412	32	345
MOYOZPUU	400374128	40	448
DFFTDURB	400046964	39	188
NTBZTSJA	400539529	32	317
DNICVGZO	400845614	35	294
SBMSEWQM	400111420	37	371
NTLUKENO	400841194	34	165
WKTOQGEP	400225427	37	342
PEWOSFXP	400196246	32	329
VWTQUJLJ	400019195	36	387
CFSHMBLI	400862106	30	284
JVYNTILD	400084124	39	366
KCSGHMXY	400191811	38	176
YSTBRJOX	400534074	34	288
SWQIUGZX	400654702	34	398
DOTARKYJ	400756293	36	315
DRAPTBRA	400382778	30	124
PYTNKTKT	400319733	34	255
TIWSZYOS	400296561	30	251
DZPXBVJA	400339513	37	429
YFKPVKQC	400482145	40	295
KJHYQVYC	400840914	37	430
AZTEAQIH	400232112	33	389
DSSULVTU	400601509	37	220
TKCFIUIE	400623975	39	219
GCJGDRYC	400383863	40	411
RDTPARMK	400427301	30	248
BNAUNMPO	400107749	33	356
URRIXIUA	400016399	35	279
OBJSIJPD	400957656	39	183
HCIWFWVG	400357065	33	341
OBJQKUGI	400226649	39	269
PGYGIWRK	400411421	31	351
MLGKWQWB	400565130	38	167
ISRPNORM	400079921	38	341
MZBKOTZF	400547547	30	280
SHKLNQTG	400888794	32	255
JAKMJFEU	400914098	37	442
ZXDFWHEG	400640067	38	371
ZRGGBPPD	400928690	38	396
HECVYHSF	400972680	39	256
CMIEMADZ	400417433	34	335
SAYHRYHT	400463450	33	243
HYVFREGO	400019471	37	186
OEKTIQAF	400822020	40	380
WELUNGYD	400217704	40	309
YNTGOIGJ	400790378	39	460
HGEGPBUR	400191244	32	375
AASXTRAC	400480538	32	199
YUCPWBZG	400018602	34	391
RHSFYMCM	400071552	31	343
KDIJLREP	400106740	37	172
QLCOBNGB	400318114	30	168
VSCBJWGN	400984850	40	277
XJPHCGNZ	400949918	33	348
KTJDBWFY	400547939	32	164
RQUCIALU	400376911	31	223
QOIBMRBW	400156584	39	241
WIXGDOKB	400846720	33	346
FIGFCFCW	400734390	40	367
NWSKBMIL	400976858	40	185
KMKZJAHC	400895325	35	281
HHLUYJSI	400349366	39	171
AHLZTWHQ	400876528	36	414
TDFHTSPD	400482623	38	369
VLYLPCMN	400996445	38	318
AFXNYWBU	400839416	32	190
OKYWTGPG	400730075	36	219
RGGIRQPD	400871228	30	309
HMNOKCWR	400374620	35	146
XYFTAPSO	400408495	39	186
ISMRBUJE	400347128	39	417
UGWWOSIE	400880292	36	178
ZGDMKKZS	400929666	34	164
WHTREDSE	400689926	30	357
PUFNFMGI	400199493	35	202
EXBBRFMB	400724963	31	268
JJOWXWXM	400078569	34	180
XWVSSIWE	400451126	40	167
DZGFFROC	400237425	36	312
PQBZNBQL	400286301	31	155
RERJJNBH	400279121	36	260
JMZRJEXV	400662731	35	196
ILGNJCCD	400717025	31	357
WZCKKSDF	400194030	30	290
QPYVPCPM	400186891	36	151
NYKIZVHD	400521744	40	259
PEMBSAYV	400336910	32	224
UHWVOFNV	400006676	36	308
NHIGQGBB	400829019	35	228
JLHBUNKA	400824297	40	365
XVUWULOI	400414255	35	298
WTIKUBCE	400040650	31	270
REQKTVUL	400078958	36	257
SNCXENMP	400220658	31	236
QJIILFIN	400808377	39	397
LERHZVLW	400143320	37	214
HZBQWOCA	400342541	31	205
MDVRIGIH	400819869	35	266
DYJZSXEI	400111797	40	203
MYDQTWLK	400142149	30	281
VTHNVIKX	400170119	34	305
VMAFCAYZ	400645538	34	214
XJNDZYLX	400304965	39	445
XQSNPGBO	400507160	31	266
GYQSSJLQ	400885770	37	266
ZBICTJDT	400831987	30	276
LURYCGNG	400743029	37	148
IDTZSUTS	400773925	39	312
BEAUFSXZ	400640371	32	155
JPJWSVXO	400053286	30	317
DYNGFLIE	400011975	31	153
FVNWOWEH	400952606	34	362
HJBIVATM	400083967	34	218
YMKXRGUH	400282804	31	178
LEVOWZNQ	400101258	33	339
EYUDXVTB	400175555	34	185
BJYEYHIA	400684385	38	267
QAGSQEKA	400094895	33	326
UGGHNJEQ	400023613	38	435
ETSNBEGN	400407048	32	339
UZFEKPYV	400802571	31	322
JBRJIBIK	400659532	33	132
ITGHIWQL	400741451	32	329
HCTIOANP	400636949	35	265
GRWGBNEB	400669694	36	257
RTJQMXHA	400841996	40	202
CIYZTYJZ	400845682	32	257
XEJMDLGQ	400146889	40	192
OAWKWDWP	400355959	36	174
APVKZWGH	400218616	31	278
UDAAJHMH	400329406	31	336
MLWTZPFN	400242061	32	140
ANAPLUGS	400911621	33	391
JDARWUTZ	400884036	38	357
KURIFKOD	400092741	33	309
WUSBLENL	400373148	31	303
DNDZJRAV	400821936	38	405
HLMRIYGS	400300816	33	207
BXYGYABG	400901622	36	278
PINDQCVB	400435517	30	214
UCRLSKZO	400893307	33	281
TWKVASBX	400776943	40	352
GZKKHRPO	400962786	37	222
HCZETHSY	400220759	40	353
RPVQUYXY	400792246	37	154
HGFQQVBX	400607397	37	279
BPOBRSBE	400361052	36	358
EKWZJUVJ	400381922	32	292
GSLSRCVP	400419821	36	377
JFJDEIGK	400364697	36	325
VLDVJGMF	400202380	31	147
OIJJOZTI	400965633	31	224
UETSJOCC	400110473	39	193
CCDILACR	400280738	34	400
JAGIIQYS	400890258	30	288
XTXWRNQI	400014113	36	303
PYCPUAHY	400943175	38	307
VKARRPSJ	400140692	35	261
SJKNWLZB	400402670	36	285
PZCNEQGL	400272777	40	219
FNDJMARW	400916209	30	313
HHNKIOMB	400462681	35	169
NELOHKZG	400679125	34	203
LLATNSEO	400458278	37	287
BJYGPNDP	400669123	33	305
ICVHCORC	400092549	32	346
DSHBMSQZ	400656389	39	418
LNHBCENS	400932620	30	154
GOBFSXPC	400254631	31	148
VEHBTUWS	400652362	32	179
BCUKJSLA	400466361	40	429
JOGAHWSI	400814742	33	269
SAGCRNBN	400116646	36	308
COCYAWOG	400751024	36	366
MEGWVVRZ	400979689	31	147
LYRMXDNZ	400206936	33	158
GHRCCOWF	400777256	30	338
YZETNEYL	400639072	38	414
HRKTSPNJ	400151332	30	175
DJCDYINZ	400557983	31	285
ZFADSFTP	400513378	37	418
FYNAFOMX	400298130	40	348
ASYJVLAC	400354677	32	151
KYLSCPZA	400297151	40	405
PUSXIRQV	400850705	38	373
UWSRGEEH	400013539	34	287
QAJYOCEG	400377119	36	248
ZZQAZPVH	400041349	35	259
RYIOVCYH	400428467	36	168
JOMUEJPA	400939483	37	415
SGXLRSXV	400460230	40	421
WSUVNTDI	400859180	36	368
GDNMFKDL	400368861	37	392
QHIZMLVK	400501587	35	346
DPUAGVPD	400668293	40	464
QTKKRQNG	400388188	31	264
QIKSZBAY	400471161	32	188
TOBXMQWF	400803239	38	212
KTQLSWEA	400646537	39	448
OPKKDZWD	400675046	35	230
HGXRAFFU	400572755	39	162
JSAEGYVT	400628888	36	278
WNHZGKXI	400468380	33	336
ADXAAIWI	400403524	31	364
YXPUVHKG	400650425	31	141
UYBGDLAX	400805324	40	441
NXEFJFHL	400948518	40	306
CPLEMUSN	400501261	37	282
JBDERJMW	400445168	38	263
SUZCMPFR	400803564	35	230
DPENMXRI	400355112	39	158
QOUCKXZI	400811715	34	327
IYHQAYBL	400647988	36	238
VAFLXURL	400858106	32	338
WDCIBSSC	400542329	38	223
KUYEZIRY	400686556	37	339
CDYWNQTP	400232113	30	129
BGWJXSDE	400381140	32	226
CRXKHOGS	400335598	31	243
HDOZQHLD	400348581	36	239
IANPHFAS	400026820	37	376
SHIITWOD	400438469	35	352
KFIZVHBX	400344957	32	265
FHLVOLTO	400436637	32	383
RHIIOGDH	400744607	38	263
LQFFFXDZ	400634152	37	202
HCHGBDZB	400952441	39	372
JPBYGYGK	400012967	35	215
EAOABRQY	400953510	30	345
UOTDCCQM	400900215	34	200
WMBJQVXS	400684554	37	191
WDPEVOXE	400618286	36	247
RWCEKZHV	400834863	38	169
TZPNVWFU	400297037	33	144
FXQEMXRK	400241226	35	391
HVHVHFZH	400497591	33	347
GAMTLTXP	400904602	33	322
JBMFPLEI	400098843	34	369
QXCKZZCH	400114092	39	170
HFKRJQFR	400279491	35	292
ALCPMUIO	400272581	30	305
GXHGFQMK	400173977	33	373
XTMTBZYT	400077066	33	325
DSTHXTJI	400866167	33	216
UGPVWCGM	400276303	37	230
LOOWUEYU	400362124	33	204
NPGSZYVT	400876060	31	216
TXDLUKXX	400798865	33	368
CPVNSHYB	400359504	37	388
TAVGSNHE	400614081	32	265
NRLIFFYO	400065244	36	377
XXJCNMWT	400946393	40	178
FUUMCZJX	400587507	32	255
DGKTUJGR	400643961	36	241
DNWXHKVR	400654588	31	193
CTFXXXCX	400795578	39	295
DKBSXBIJ	400893401	36	165
TUILBTNG	400667813	38	354
ALSCIGGX	400163268	40	160
BKBBLOGA	400956204	35	197
TIOENKSY	400007041	40	274
DQBOOYWO	400223253	39	162
MTRVGZFQ	400777439	35	215
TEODUUWU	400584372	35	379
TTWCRURB	400850546	40	345
VBMSBXWF	400803198	32	301
DAUCGACQ	400803866	35	358
FWTJMQBA	400982183	34	322
DXULKNMS	400011439	32	163
VRMQRRNV	400649194	35	288
RFDGMEGU	400102276	30	218
IYCHTBJU	400633909	40	386
VDYKHIVU	400888817	32	211
DFATGXSI	400486778	37	382
ZNROKRFG	400006253	35	380
ZSPCESBA	400463093	33	242
BABCUTBL	400579611	30	153
JYOAMVBQ	400607614	38	414
WTRLLHPY	400970481	31	142
MSGFWVCA	400615861	38	241
EKSTHONB	400157557	40	436
URVNJPEG	400786419	33	380
UYZHLJSE	400524659	38	267
PGZWIDCO	400723850	39	318
OFNZKUME	400340787	33	294
WHHZGVJJ	400359720	35	419
RJRJLAAQ	400748819	34	179
TZJRDOTV	400462347	40	468
